uniqID,GeneID,locus_tag,UniProtID,type,localz,gene,product,KG_FG,KG_FM,KG_PC,KG_PG,KG_PW,UP_FM,UP_PW,UP_KW
g1028,885404,Rv0994,P9WJQ7,CDS,Cytoplasmic,moeA1,Molybdopterin molybdenumtransferase 1,,,Metabolism,Metabolism of cofactors and vitamins,Folate biosynthesis,MoeA family,Cofactor biosynthesis; molybdopterin biosynthesis,Magnesium;Metal-binding;Molybdenum;Molybdenum cofactor biosynthesis;Reference proteome;Transferase
g1029,885399,Rv0995,O05578,CDS,Cytoplasmic,rimJ,ribosomal-protein-alanine acetyltransferase RimJ,genetic information processing,Ribosome biogenesis,,,,acetyltransferase family. RimJ subfamily,,Acyltransferase;Reference proteome;Transferase
g1030,885393,Rv0996,O05579,CDS,Plasma Membrane,,transmembrane protein,,,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g1031,885386,Rv0997,O05580,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g1032,19394669,Rv0997a,,CDS,,,hypothetical protein,,,,,,,,
g1033,885385,Rv0998,O05581,CDS,Cytoplasmic,,Acetyltransferase Pat,,,,,,,,3D-structure;Acyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase
g1034,886043,Rv0999,O05582,CDS,Plasma Membrane,,DUF5642 domain-containing protein,,,,,,,,Reference proteome
g1035,886266,Rv1000c,L7N6A4,CDS,Cytoplasmic,,Fe2OG dioxygenase domain-containing protein,,,,,,,,Reference proteome
g1036,888313,Rv1001,P9WQ05,CDS,Cytoplasmic,arcA,Arginine deiminase,,,Metabolism,Amino acid metabolism,Arginine biosynthesis,arginine deiminase family,Amino-acid degradation; L-arginine degradation via ADI pathway; carbamoyl phosphate from L-arginine,Arginine metabolism;Cytoplasm;Hydrolase;Reference proteome
g1037,887882,Rv1002c,P9WN05,CDS,Plasma Membrane,pmt,Polyprenol-phosphate-mannose--protein mannosyltransferase,metabolism,Glycosyltransferases,Metabolism,Glycan biosynthesis and metabolism,Mannose type O-glycan biosynthesis; Other types of O-glycan biosynthesis,glycosyltransferase 39 family,Protein modification; protein glycosylation,Cell membrane;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
g1038,887935,Rv1003,P9WGW7,CDS,Cytoplasmic,rsmI,Ribosomal RNA small subunit methyltransferase I,genetic information processing,Ribosome biogenesis,,,,methyltransferase superfamily. RsmI family,,Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase
g1039,886039,Rv1004c,O05589,CDS,Extracellular,,membrane protein,,,,,,,,Reference proteome
g1040,888205,Rv1005c,O05591,CDS,Cytoplasmic,pabB,para-aminobenzoate synthase component I,,,Metabolism,Metabolism of cofactors and vitamins,Folate biosynthesis,,,Reference proteome
g1041,888234,Rv1006,O05592,CDS,Extracellular,,Secreted protein,,,,,,,,Reference proteome
g1042,886050,Rv1007c,P9WFU5,CDS,Cytoplasmic,metG,Methionine--tRNA ligase,metabolism; genetic information processing,Amino acid related enzymes; Transfer RNA biogenesis,Metabolism; Genetic Information Processing,Metabolism of other amino acids; Translation,Selenocompound metabolism; Aminoacyl-tRNA biosynthesis,class-I aminoacyl-tRNA synthetase family. MetG type 2B subfamily,,3D-structure;Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome
g1043,886047,Rv1008,O08343,CDS,Cytoplasmic,tatD,Uncharacterized metal-dependent hydrolase TatD,,,,,,metallo-dependent hydrolases superfamily. TatD-type hydrolase family,,Hydrolase;Metal-binding;Reference proteome
g1044,886048,Rv1009,P9WG29,CDS,Plasma Membrane,rpfB,Resuscitation-promoting factor RpfB,,,,,,transglycosylase family. Rpf subfamily,,3D-structure;Cell membrane;Disulfide bond;Hydrolase;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Virulence
g1045,888792,Rv1010,P9WH07,CDS,Cytoplasmic,ksgA,Ribosomal RNA small subunit methyltransferase A,genetic information processing,Ribosome biogenesis,,,,class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family. RsmA subfamily,,Cytoplasm;Methyltransferase;Reference proteome;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase
g1046,886034,Rv1011,P9WKG7,CDS,Cytoplasmic,ispE,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,,,Metabolism,Metabolism of terpenoids and polyketides,Terpenoid backbone biosynthesis,GHMP kinase family. IspE subfamily,Isoprenoid biosynthesis; isopentenyl diphosphate biosynthesis via DXP pathway; isopentenyl diphosphate from 1-deoxy-D-xylulose 5-phosphate,3D-structure;ATP-binding;Direct protein sequencing;Isoprene biosynthesis;Kinase;Nucleotide-binding;Reference proteome;Transferase
g1047,886045,Rv1012,O05597,CDS,Extracellular,,hypothetical protein,,,,,,,,Reference proteome
g1048,886035,Rv1013,O05598,CDS,Cytoplasmic,pks16,Putative ligase Rv1013,metabolism,Lipid biosynthesis proteins,,,,ATP-dependent AMP-binding enzyme family,,Isopeptide bond;Ligase;Reference proteome;Ubl conjugation
g1049,886037,Rv1014c,P9WHN7,CDS,Cytoplasmic,pth,Peptidyl-tRNA hydrolase,genetic information processing,Translation factors,,,,PTH family,,3D-structure;Cytoplasm;Hydrolase;Reference proteome;RNA-binding;tRNA-binding
g1050,885992,Rv1015c,P9WHB5,CDS,Cytoplasmic,rplY,Large ribosomal subunit protein bL25,genetic information processing,Ribosome,Genetic Information Processing,Translation,Ribosome,bacterial ribosomal protein bL25 family. CTC subfamily,,3D-structure;Reference proteome;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding
g1051,886066,Rv1016c,P9WK59,CDS,Plasma Membrane,lpqT,Putative lipoprotein LpqT,,,,,,,,Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
g1052,885993,Rv1017c,P9WKE3,CDS,Cytoplasmic,prs,Ribose-phosphate pyrophosphokinase,,,Metabolism,Carbohydrate metabolism; Nucleotide metabolism,Pentose phosphate pathway; Purine metabolism,ribose-phosphate pyrophosphokinase family. Class I subfamily,Metabolic intermediate biosynthesis; 5-phospho-alpha-D-ribose 1-diphosphate biosynthesis; 5-phospho-alpha-D-ribose 1-diphosphate from D-ribose 5-phosphate (route I); Cell wall biogenesis; cell wall polysaccharide biosynthesis,Allosteric enzyme;ATP-binding;Cell wall biogenesis/degradation;Cytoplasm;Isopeptide bond;Kinase;Magnesium;Manganese;Metal-binding;Nucleotide biosynthesis;Nucleotide-binding;Reference proteome;Transferase;Ubl conjugation
g1053,886069,Rv1018c,P9WMN3,CDS,Cytoplasmic,glmU,Bifunctional protein GlmU,,,Metabolism,Glycan biosynthesis and metabolism,Amino sugar and nucleotide sugar metabolism; Biosynthesis of various nucleotide sugars,In the N-terminal section; belongs to the N-acetylglucosamine-1-phosphate uridyltransferase family; In the C-terminal section; belongs to the transferase hexapeptide repeat family,Nucleotide-sugar biosynthesis; UDP-N-acetyl-alpha-D-glucosamine biosynthesis; N-acetyl-alpha-D-glucosamine 1-phosphate from alpha-D-glucosamine 6-phosphate (route II); Nucleotide-sugar biosynthesis; UDP-N-acetyl-alpha-D-glucosamine biosynthesis; UDP-N-acetyl-alpha-D-glucosamine from N-acetyl-alpha-D-glucosamine 1-phosphate; Bacterial outer membrane biogenesis; LPS lipid A biosynthesis,3D-structure;Acetylation;Acyltransferase;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Isopeptide bond;Magnesium;Metal-binding;Multifunctional enzyme;Nucleotidyltransferase;Peptidoglycan synthesis;Reference proteome;Repeat;Transferase;Ubl conjugation
g1054,886056,Rv1019,P96381,CDS,Cytoplasmic,,transcriptional regulator,,,,,,,,DNA-binding;Reference proteome;Transcription;Transcription regulation
g1055,886077,Rv1020,P9WMQ5,CDS,Cytoplasmic,mfd,Transcription-repair-coupling factor,genetic information processing,DNA repair and recombination proteins,Genetic Information Processing,Replication and repair,Nucleotide excision repair,In the N-terminal section; belongs to the UvrB family; In the C-terminal section; belongs to the helicase family. RecG subfamily,,3D-structure;ATP-binding;Cytoplasm;DNA damage;DNA repair;DNA-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome
g1056,886052,Rv1021,P96379,CDS,Cytoplasmic,mazG,Nucleoside triphosphate pyrophosphohydrolase,,,Metabolism,Nucleotide metabolism; Metabolism of cofactors and vitamins,Purine metabolism; Pyrimidine metabolism; Nicotinate and nicotinamide metabolism; Pantothenate and CoA biosynthesis,nucleoside triphosphate pyrophosphohydrolase family,,3D-structure;ATP-binding;Hydrolase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome
g1057,886076,Rv1022,P96378,CDS,Extracellular,lpqU,lipoprotein LpqU,,,,,,,,Lipoprotein;Reference proteome;Signal
g1058,886062,Rv1023,P9WNL1,CDS,Cytoplasmic,eno,Enolase,genetic information processing; signaling and cellular processes,Messenger RNA biogenesis; Exosome,Metabolism; Genetic Information Processing; Cellular Processes,"Carbohydrate metabolism; Energy metabolism; Folding, sorting and degradation; Cell motility",Glycolysis / Gluconeogenesis; Methane metabolism; RNA degradation; Cytoskeleton in muscle cells,enolase family,Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate,3D-structure;Acetylation;Cytoplasm;Glycolysis;Lyase;Magnesium;Metal-binding;Methylation;Phosphoprotein;Reference proteome;Secreted
g1059,886059,Rv1024,P96376,CDS,Plasma Membrane,,membrane protein,,,,,,,,Reference proteome
g1060,886042,Rv1025,P96375,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g1061,886089,Rv1026,P96374,CDS,Cytoplasmic,ppx2,Exopolyphosphatase 2,,,Metabolism,Nucleotide metabolism,Purine metabolism,GppA/Ppx family,,Hydrolase;Reference proteome
g1062,886046,Rv1027c,P9WGN1,CDS,Cytoplasmic,kdpE,Transcriptional regulatory protein KdpE,signaling and cellular processes,Two-component system,Environmental Information Processing; Cellular Processes,Signal transduction; Cellular community - prokaryotes,Two-component system; Quorum sensing,,,Cytoplasm;DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system
g1063,3205056,Rv1028A,Q79FT7,CDS,Plasma Membrane,kdpF,membrane protein KdpF,,,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g1064,886084,Rv1028c,P9WGL3,CDS,Plasma Membrane,kdpD,Sensor protein KdpD,metabolism; signaling and cellular processes,Protein kinases; Two-component system,Environmental Information Processing,Signal transduction,Two-component system,In the central section; belongs to the universal stress protein A family,,ATP-binding;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
g1065,887414,Rv1029,P9WKF3,CDS,Plasma Membrane,kdpA,Potassium-transporting ATPase potassium-binding subunit,,,Environmental Information Processing,Signal transduction,Two-component system,KdpA family,,Cell membrane;Ion transport;Membrane;Potassium;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
g1066,887343,Rv1030,P9WPU3,CDS,Plasma Membrane,kdpB,Potassium-transporting ATPase ATP-binding subunit,,,Environmental Information Processing,Signal transduction,Two-component system,cation transport ATPase (P-type) (TC 3.A.3) family. Type IA subfamily,,ATP-binding;Cell membrane;Ion transport;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Potassium;Potassium transport;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport
g1067,886008,Rv1031,P9WKF1,CDS,Plasma Membrane,kdpC,Potassium-transporting ATPase KdpC subunit,,,Environmental Information Processing,Signal transduction,Two-component system,KdpC family,,ATP-binding;Cell membrane;Ion transport;Membrane;Nucleotide-binding;Potassium;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
g1068,887790,Rv1032c,P96368,CDS,Plasma Membrane,trcS,Sensor histidine kinase TrcS,metabolism; signaling and cellular processes,Protein kinases; Two-component system,Environmental Information Processing,Signal transduction,Two-component system,,,ATP-binding;Calcium;Cell membrane;Kinase;Manganese;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
g1069,887957,Rv1033c,L7N689,CDS,Cytoplasmic,trcR,Transcriptional regulatory protein TrcR,signaling and cellular processes,Two-component system,Environmental Information Processing,Signal transduction,Two-component system,,,Activator;DNA-binding;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Two-component regulatory system
g1070,,Rv1034c,I6X043,CDS,Extracellular,,Probable transposase (fragment),,,,,,,,Reference proteome
g1071,,Rv1035c,P96366,CDS,Cytoplasmic,,Probable transposase (fragment),,,,,,,,Coiled coil;Reference proteome
g1072,,Rv1036c,P96365,CDS,Cytoplasmic,,Probable IS1560 transposase (fragment),,,,,,,,Reference proteome
g1073,888299,Rv1037c,P0DOA6,CDS,Extracellular,esxI,ESAT-6-like protein EsxI,signaling and cellular processes,Secretion system,Human Diseases,Infectious disease: bacterial,Tuberculosis,WXG100 family. ESAT-6 subfamily,,Reference proteome;Secreted
g1074,888372,Rv1038c,P9WNJ9,CDS,Extracellular,esxJ,ESAT-6-like protein EsxJ,signaling and cellular processes,Secretion system,Human Diseases,Infectious disease: bacterial,Tuberculosis,WXG100 family. CFP-10 subfamily,,Reference proteome;Secreted
g1075,888477,Rv1039c,P9WI31,CDS,Extracellular,PPE15,PPE family protein PPE15,,,,,,mycobacterial PPE family,,3D-structure;Host mitochondrion;Reference proteome;Secreted;Virulence
g1076,888533,Rv1040c,L7N667,CDS,Extracellular,PE8,PE family protein PE8,,,,,,mycobacterial PE family,,3D-structure;Cell wall;Reference proteome;Secreted;Virulence
g1077,888546,Rv1041c,P96360,CDS,Extracellular,,IS2-like transposase,,,,,,,,Reference proteome
g1078,888607,Rv1042c,L0T897,CDS,Cytoplasmic,,IS2-like transposase,,,,,,,,Reference proteome
g1079,888634,Rv1043c,P96358,CDS,Cytoplasmic,,Serine protease,,,,,,,,Reference proteome
g1080,888712,Rv1044,P96357,CDS,Cytoplasmic,,AbiEi antitoxin N-terminal domain-containing protein,signaling and cellular processes,Prokaryotic defense system,,,,,,Reference proteome
g1081,888783,Rv1045,P96356,CDS,Cytoplasmic,,Nucleotidyl transferase AbiEii/AbiGii toxin family protein,signaling and cellular processes,Prokaryotic defense system,,,,,,3D-structure;Calcium;Metal-binding;Nucleotide-binding;Reference proteome
g1082,,Rv1046c,L0T8G6,CDS,Extracellular,,Hypothetical protein,,,,,,,,Reference proteome
g1083,886060,Rv1047,P96354,CDS,Cytoplasmic,,Mutator family transposase,,,,,,transposase mutator family,,DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition
g1084,885295,Rv1048c,P96353,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g1085,886091,Rv1049,I6Y5H3,CDS,Cytoplasmic,,transcriptional repressor,,,,,,,,Reference proteome
g1086,887146,Rv1050,O53398,CDS,Plasma Membrane,,oxidoreductase,,,,,,short-chain dehydrogenases/reductases (SDR) family,,Oxidoreductase;Reference proteome
g1087,887142,Rv1051c,O53399,CDS,Cytoplasmic,,Helix-turn-helix domain-containing protein,,,,,,,,Reference proteome
g1088,888441,Rv1052,O53400,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g1089,,Rv1053c,O53401,CDS,Cytoplasmic,,Hypothetical protein,,,,,,,,Reference proteome
g1090,,Rv1054,O53402,CDS,Cytoplasmic,,Probable integrase (fragment),,,,,,,,Reference proteome
g1091,,Rv1055,O53403,CDS,Cytoplasmic,,Possible integrase (fragment),,,,,,,,Reference proteome
g1092,887147,Rv1056,O53404,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g1093,887135,Rv1057,O53405,CDS,Extracellular,,Seven-bladed beta-propeller protein Rv1057,,,,,,,,Reference proteome;Stress response;Virulence
g1094,887133,Rv1058,O53406,CDS,Cytoplasmic,fadD14,Long-chain-fatty-acid--CoA ligase FadD13,,,,,,ATP-dependent AMP-binding enzyme family,,Ligase;Reference proteome
g1095,886015,Rv1059,O53407,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,NADP;Oxidoreductase;Reference proteome
g1096,887130,Rv1060,O53408,CDS,Cytoplasmic,,SRPBCC family protein,,,,,,,,Reference proteome
g1097,887136,Rv1061,O53409,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Glutamine amidotransferase;Reference proteome
g1098,887129,Rv1062,O53410,CDS,Cytoplasmic,,PNPLA domain-containing protein,,,,,,,,Hydrolase;Lipid degradation;Lipid metabolism;Reference proteome
g1099,887128,Rv1063c,P9WIY9,CDS,Cytoplasmic,,Uncharacterized NTE family protein Rv1063c,,,,,,NTE family,,Hydrolase;Lipid degradation;Lipid metabolism;Reference proteome
g1100,887126,Rv1064c,P9WK57,CDS,Plasma Membrane,lpqV,Putative lipoprotein LpqV,,,,,,,,Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
g1101,887125,Rv1065,O53413,CDS,Cytoplasmic,,Cysteine dioxygenase,,,,,,cysteine dioxygenase family,,Dioxygenase;Iron;Metal-binding;Oxidoreductase;Reference proteome
g1102,887127,Rv1066,O53414,CDS,Cytoplasmic,,Rhodanese domain-containing protein,,,,,,,,Reference proteome
g1103,887122,Rv1067c,Q79FT3,CDS,Extracellular,PE_PGRS19,PE-PGRS family protein PE_PGRS19,,,,,,,,Reference proteome
g1104,887123,Rv1068c,P9WIF9,CDS,Extracellular,PE_PGRS20,Uncharacterized PE-PGRS family protein PE_PGRS20,,,,,,mycobacterial PE family. PGRS subfamily,,Reference proteome
g1105,887120,Rv1069c,O53417,CDS,Plasma Membrane,,hypothetical protein,,,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g1106,887117,Rv1070c,P9WNN9,CDS,Cytoplasmic,echA8,Probable enoyl-CoA hydratase EchA8,,,Metabolism,Carbohydrate metabolism; Lipid metabolism; Amino acid metabolism; Metabolism of other amino acids; Metabolism of terpenoids and polyketides; Xenobiotics biodegradation and metabolism,"Propanoate metabolism; Butanoate metabolism; Fatty acid degradation; Valine, leucine and isoleucine degradation; Lysine degradation; Phenylalanine metabolism; Tryptophan metabolism; beta-Alanine metabolism; Pinene, camphor and geraniol degradation; Benzoate degradation; Aminobenzoate degradation; Caprolactam degradation",enoyl-CoA hydratase/isomerase family,,3D-structure;Fatty acid metabolism;Lipid metabolism;Lyase;Reference proteome
